"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.category.label","Approve","Reject"
"32FESTC2OK2PA83PS4DKNNPKQ7HUCC","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","3SKEMFQBZ7HBIT6U7GYF4YGTGH58KI","AHTNHY4SBP59A","Submitted","Thu Oct 17 21:45:44 PDT 2019","Thu Oct 17 21:46:15 PDT 2019","Thu Oct 24 21:46:15 PDT 2019","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","all_views_0.png","Bad chair"
"356ZPKYPVKTPL6WY7AWFA8U4LE7PYJ","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","37WLF8U1WT2OEFN6E11HKKK2AMF6KU","A1B1Y6OBCA7XTZ","Submitted","Thu Oct 17 21:46:24 PDT 2019","Thu Oct 17 21:46:28 PDT 2019","Thu Oct 24 21:46:28 PDT 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","all_views_1.png","Inconclusive but likely bad"
"3GV1I4SEPC1XB17U9Z8GA01RHUDL6H","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","3KXIR214I8SFICF2672YNQEUXVN42L","A1B1Y6OBCA7XTZ","Submitted","Thu Oct 17 21:45:49 PDT 2019","Thu Oct 17 21:45:56 PDT 2019","Thu Oct 24 21:45:56 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","all_views_10.png","Bad chair"
"3R0WOCG22PLZF093S08V7T72B7TUDC","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","3SB5N7Y3O7GOYI58ML0LDRIIQ2CG00","AHTNHY4SBP59A","Submitted","Thu Oct 17 21:45:04 PDT 2019","Thu Oct 17 21:45:43 PDT 2019","Thu Oct 24 21:45:43 PDT 2019","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","all_views_100.png","Good chair"
"362E9TQF3K2XITOU09KPUBMOU4MIG2","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","3180JW2OT8OXKRHARXR0RZ6PZ24J5S","AHTNHY4SBP59A","Submitted","Thu Oct 17 21:46:16 PDT 2019","Thu Oct 17 21:47:05 PDT 2019","Thu Oct 24 21:47:05 PDT 2019","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","all_views_101.png","Good chair"
"3NRZ1LDP8ZIPQW633WYYOF36R8BPZA","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","3DUZQ9U6SQ07HOFFKIIRNYRB89ISVN","A80ZQS34472ZL","Submitted","Thu Oct 17 21:42:51 PDT 2019","Thu Oct 17 21:43:20 PDT 2019","Thu Oct 24 21:43:20 PDT 2019","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","all_views_102.png","Bad chair"
"3NCN4N1H2JTT5DRAH353Y8R80QONB6","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","3M0BCWMB8Z8LFRYIZ61SJB0PBUZBWG","A1B1Y6OBCA7XTZ","Submitted","Thu Oct 17 21:46:59 PDT 2019","Thu Oct 17 21:47:08 PDT 2019","Thu Oct 24 21:47:08 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","all_views_103.png","Inconclusive but likely bad"
"3CIS7GGG78V476N3OVJFDBPNBJUUE5","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","3XLBSAQ9Z8O27A0XXC9JDD8B96C7ZG","A80ZQS34472ZL","Submitted","Thu Oct 17 21:44:16 PDT 2019","Thu Oct 17 21:44:39 PDT 2019","Thu Oct 24 21:44:39 PDT 2019","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","all_views_104.png","Inconclusive but likely good"
"3P6ENY9P8C8BIPJ5KF27FBYP94ZIH1","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:35 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:35 PST 2019","","","33NF62TLXNE02A2DYKV6TOP7WSZJKD","A80ZQS34472ZL","Submitted","Thu Oct 17 21:46:53 PDT 2019","Thu Oct 17 21:47:25 PDT 2019","Thu Oct 24 21:47:25 PDT 2019","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","all_views_105.png","Inconclusive but likely good"
"3T6SSHJU0IMBEKUPQXKSFNZ49HEIIU","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 21:37:36 PDT 2019","1","BatchId:3805395;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 20:37:36 PST 2019","","","30JNVC0ORDWQM75INPCIDXL1I6MQH6","A80ZQS34472ZL","Submitted","Thu Oct 17 21:42:01 PDT 2019","Thu Oct 17 21:42:33 PDT 2019","Thu Oct 24 21:42:33 PDT 2019","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","all_views_106.png","Inconclusive but likely bad"
