"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.category.label","Approve","Reject"
"3RHLQY6EEWG0Y2FODUHDUP98CTI4DA","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","37FMASSAYG33EWEDAPXDIKRHWH1BI5","A25OEVVN0293PO","Submitted","Thu Oct 17 14:44:51 PDT 2019","Thu Oct 17 14:45:16 PDT 2019","Thu Oct 24 14:45:16 PDT 2019","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","all_views_0.png","Bad chair"
"3421H3BMADTEYULS4LZFEVF135T9JP","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","3IXEICO796VNHYDT8AF9LB7YTY1T6G","AZGOCZR5GZH09","Submitted","Thu Oct 17 16:23:39 PDT 2019","Thu Oct 17 16:23:56 PDT 2019","Thu Oct 24 16:23:56 PDT 2019","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","all_views_1.png","Inconclusive but likely bad"
"3I7KR83SODP99ERAM6ZRFAFEIUT9KO","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","3LUY3GC633C8T6YRA3BHMF6XZ6Z7PN","AZGOCZR5GZH09","Submitted","Thu Oct 17 16:20:15 PDT 2019","Thu Oct 17 16:20:23 PDT 2019","Thu Oct 24 16:20:23 PDT 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","all_views_10.png","Bad chair"
"3LVTFB9DF8UAZRCDDHPY3DDALDGGQE","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","3STRJBFXO03UGDYIAE9AVUCGUSQKTF","ASWZO1WY1UHEP","Submitted","Thu Oct 17 14:48:06 PDT 2019","Thu Oct 17 14:48:12 PDT 2019","Thu Oct 24 14:48:12 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","all_views_100.png","Good chair"
"3NQUW096O9KKTK9S76BSUAST7UY9LR","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","38SKSKU7R59FR50P12M7WNNM8C8LIX","AZGOCZR5GZH09","Submitted","Thu Oct 17 16:19:15 PDT 2019","Thu Oct 17 16:19:27 PDT 2019","Thu Oct 24 16:19:27 PDT 2019","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","all_views_101.png","Bad chair"
"3CZH926SJFQ5Q8TO9PSX07RTC5J4E3","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","39LOEL67OWH5MVYNMA6GNCZR5UD83Z","AZGOCZR5GZH09","Submitted","Thu Oct 17 16:20:32 PDT 2019","Thu Oct 17 16:20:39 PDT 2019","Thu Oct 24 16:20:39 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","all_views_102.png","Bad chair"
"360ZO6N6K4V4Z2RD7IC7UN7I7ZO9MT","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","382M9COHELR6UQLXEXOH2VLDTAVUES","AZGOCZR5GZH09","Submitted","Thu Oct 17 16:21:56 PDT 2019","Thu Oct 17 16:22:10 PDT 2019","Thu Oct 24 16:22:10 PDT 2019","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","all_views_103.png","Inconclusive but likely bad"
"335VBRUREMC6NEZ0QKOOHF29YXXE99","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:09 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:09 PST 2019","","","3TU5ZICBRHDXTW4PKLIC0KS2FK5Q8U","AHHQH4XLFWTMG","Submitted","Thu Oct 17 13:45:23 PDT 2019","Thu Oct 17 13:45:31 PDT 2019","Thu Oct 24 13:45:31 PDT 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","all_views_104.png","Good chair"
"3KTCJ4SCWJDMAXOI35XEFHPZ9N01MC","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:10 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:10 PST 2019","","","3WI0P0II6549MSFGE8ISR2G8MZPRDR","AZGOCZR5GZH09","Submitted","Thu Oct 17 16:19:52 PDT 2019","Thu Oct 17 16:20:06 PDT 2019","Thu Oct 24 16:20:06 PDT 2019","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","all_views_105.png","Bad chair"
"3A520CCNXQCKSX95IQ2ODADT4FFEAO","3SGAN4GQ98WBMVBHQXPZCGZTTF3DXG","Choose if a chair looks like a real chair or not","Categorize the given content to see if it is likely to be an acceptable model of a chair","categorize, image","$0.00","Thu Oct 17 13:28:10 PDT 2019","1","BatchId:3804975;OriginalHitTemplateId:928390873;","300","604800","Sat Nov 16 12:28:10 PST 2019","","","39JEC7537YDRA7QJNWSR8TNTM39CVK","A2P065E9CYMYJL","Submitted","Thu Oct 17 13:50:55 PDT 2019","Thu Oct 17 13:51:01 PDT 2019","Thu Oct 24 13:51:01 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","all_views_106.png","Bad chair"
